"","Org.nr","kommune","komnr","time","grpoeng","eleverN","j_eleverN","j_grpoeng","g_eleverN","g_grpoeng","enhetsnivå","nasjonalkode","fylkeskode","nasjonalt","fylke","Navn","grpst2","klasseN","antmenn","antkvinner","sumoppfyller","sumikkeoppfyller","mennandel","oppfyllerandel","primær_andel","andel_syss","pop","innflytting","engelsk","lesing","regning","utd","utflytting","videregående","Adresse","lon","lat"
"1",813822172,"OS",1243,2017,41.6,111,58,44.9,53,37.9,4,"I",12,"Hele landet","Hordaland","Nore Neset ungdomsskule",22.9,27.36,8,35,2954,35,0.186046511627907,0.988290398126464,6.96982575435614,67.5,20152,1149,49,49,49,NA,911,1,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691
"2",813822172,"OS",1243,2014,40.7,103,46,43.8,57,38.2,4,"I",12,"Hele landet","Hordaland","Nore Neset ungdomsskule",20.5,25.54,8,25,2542,0,0.242424242424242,1,7.98479087452472,71.6,18678,1129,NA,NA,NA,22.3,842,1,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691
"3",813822172,"OS",1243,2015,40.9,100,42,43.4,58,39.1,4,"I",12,"Hele landet","Hordaland","Nore Neset ungdomsskule",23.6,26,9,27,2395,0,0.25,1,7.7007099945385,68.8,19097,1241,47,46,48,22.6,785,1,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691
"4",813822172,"OS",1243,2016,42.2,124,62,44,62,40.5,4,"I",12,"Hele landet","Hordaland","Nore Neset ungdomsskule",24.1,26,10,30,2454,28,0.25,0.988718775181305,6.9421846187222,67,19742,1148,51,50,51,23.1,883,1,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691
"5",813993422,"OSLO",301,2015,10.8,13,6,11,7,10.7,4,"I",3,"Hele landet","Oslo","Oslo kommune Språksenteret",114.8,15.4,0,13,475,133,0,0.78125,0.761427960890688,67.6,647676,46660,NA,NA,NA,29.7,41733,1,"Trondheimsveien 48 0560 OSLO",10.7701956,59.9219822
"6",873844302,"VENNESLA",1014,2013,37.9,157,77,40,80,35.8,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",18.5,27.28,24,43,4770,0,0.358208955223881,1,2.27136879856545,66.8,13756,752,NA,NA,NA,15,612,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"7",873844302,"VENNESLA",1014,2015,38.7,150,74,39.8,76,37.6,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",18.9,27.12,16,41,3919,117,0.280701754385965,0.971010901883053,1.95165891007356,64.2,14095,755,51,50,51,16.1,620,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"8",873844302,"VENNESLA",1014,2017,40.5,126,67,41.2,59,39.7,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",19.1,26,22,39,3841,65,0.360655737704918,0.983358934971838,1.64884135472371,63.8,14425,733,47,49,48,NA,699,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"9",873844302,"VENNESLA",1014,2008,37.8,150,76,40.5,74,34.9,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",21.2,26,22,35,3863,99,0.385964912280702,0.975012619888945,2.46523388116308,69.9,12776,568,NA,NA,NA,13.2,517,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"10",873844302,"VENNESLA",1014,2010,37.6,151,75,38.8,76,36.4,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",20.4,25.83,21,40,4208,30,0.344262295081967,0.992921189240208,2.41734248284467,67.8,13116,717,NA,NA,NA,13.7,573,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"11",873844302,"VENNESLA",1014,2007,37.7,143,59,40,84,36,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",22.1,25.78,24,35,3911,28,0.406779661016949,0.992891596851993,NA,NA,12555,648,NA,NA,NA,12.8,504,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"12",873844302,"VENNESLA",1014,2011,37.9,152,70,40.8,82,35.3,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",21.1,26.44,20,40,4121,0,0.333333333333333,1,2.06624126405348,67.9,13334,782,NA,NA,NA,14.1,603,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"13",873844302,"VENNESLA",1014,2016,40.9,142,64,42.1,78,39.8,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",18.9,27.4,23,42,3858,111,0.353846153846154,0.972033257747543,1.68067226890756,63.6,14308,712,48,47,49,16.3,669,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"14",873844302,"VENNESLA",1014,2014,38.8,155,80,41.1,75,36.3,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",17.8,27.18,22,46,4431,35,0.323529411764706,0.992163009404389,2.17294900221729,66.6,13986,698,NA,NA,NA,15.5,665,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"15",873844302,"VENNESLA",1014,2009,37.5,146,73,38.2,73,36.7,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",20,26.39,22,39,4249,8,0.360655737704918,0.998120742306789,2.47920665387076,67.7,12886,637,NA,NA,NA,13.3,508,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"16",873844302,"VENNESLA",1014,2012,35.5,148,69,38.9,79,32.6,4,"I",10,"Hele landet","Vest-Agder","Vennesla ungdomsskole",21.7,26.89,21,39,4260,0,0.35,1,2.4364406779661,67.3,13583,679,NA,NA,NA,14.4,607,1,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265
"17",873994592,"MOLDE",1502,2008,38.3,115,52,41.3,63,35.8,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",22.9,28.42,11,20,2251,75,0.354838709677419,0.967755803955288,2.43827633798497,74.3,24294,1184,NA,NA,NA,24.1,989,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"18",873994592,"MOLDE",1502,2016,41.3,97,48,43.2,49,39.4,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",18.6,25.36,10,18,2355,0,0.357142857142857,1,3.20826952526799,66.8,26732,1357,51,50,48,26.8,1359,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"19",873994592,"MOLDE",1502,2011,40.5,114,58,43.4,56,37.5,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",22.8,27.91,11,16,2155,0,0.407407407407407,1,3.010639100581,71.6,25089,1447,NA,NA,NA,25.3,1137,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"20",873994592,"MOLDE",1502,2014,41.5,95,49,43.3,46,39.5,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",22,26.17,14,15,1996,202,0.482758620689655,0.908098271155596,3.73222748815166,70.6,26048,1462,NA,NA,NA,25.9,1205,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"21",873994592,"MOLDE",1502,2015,42.8,116,48,46.6,68,40.2,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",21.3,25.75,10,18,2152,59,0.357142857142857,0.973315241971958,3.59809911744739,68.3,26392,1447,49,47,48,26.4,1202,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"22",873994592,"MOLDE",1502,2013,41,83,42,44.3,41,37.7,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",26.4,26.91,11,17,1809,0,0.392857142857143,1,3.33183250787933,70.2,25936,1315,NA,NA,NA,25.9,1269,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"23",873994592,"MOLDE",1502,2009,39.4,111,65,40.6,46,37.7,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",23.3,28.67,13,18,2277,125,0.419354838709677,0.947960033305579,2.26484862491334,72.5,24554,1211,NA,NA,NA,24.4,1053,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"24",873994592,"MOLDE",1502,2017,41.2,87,47,43.5,40,38.5,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",18.2,23.54,10,20,2591,0,0.333333333333333,1,3.21248279027077,66.9,26822,1332,50,50,49,NA,1272,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"25",873994592,"MOLDE",1502,2010,39.6,117,52,42.7,65,37.1,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",22.5,27.92,12,19,2375,42,0.387096774193548,0.982623086470832,2.82823637617843,72.1,24795,1385,NA,NA,NA,24.8,1153,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"26",873994592,"MOLDE",1502,2007,39.8,112,60,43,52,36.2,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",20.2,28.67,12,19,2342,77,0.387096774193548,0.968168664737495,NA,NA,24254,1184,NA,NA,NA,23.9,1179,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"27",873994592,"MOLDE",1502,2012,40.8,109,51,41.9,58,39.9,4,"I",15,"Hele landet","Møre og Romsdal","Bergmo ungdomsskole",22.8,26.64,13,16,1932,150,0.448275862068966,0.927953890489914,3.35103597875683,71,25488,1528,NA,NA,NA,25.7,1172,1,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971
"28",874043052,"NARVIK",1805,2007,40.5,58,28,42.2,30,38.9,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",16.2,21,9,13,1848,0,0.409090909090909,1,NA,NA,18301,896,NA,NA,NA,19.2,825,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"29",874043052,"NARVIK",1805,2014,37.4,42,24,40.8,18,32.8,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",16.6,19.83,10,12,1604,0,0.454545454545455,1,1.27673505019642,65.7,18705,961,NA,NA,NA,21.5,801,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"30",874043052,"NARVIK",1805,2012,39.2,55,27,38.1,28,40.3,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",14.5,23.83,12,14,1897,0,0.461538461538462,1,1.41646219049743,66,18473,858,NA,NA,NA,20.9,808,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"31",874043052,"NARVIK",1805,2008,38.2,41,26,40.1,15,35,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",16.8,24.33,10,13,1551,0,0.434782608695652,1,1.22394971882236,68.6,18384,808,NA,NA,NA,19.5,876,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"32",874043052,"NARVIK",1805,2017,41.2,120,61,43.9,59,38.5,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",15.2,27.92,23,35,4317,0,0.396551724137931,1,1.16065272351184,63.2,18756,744,50,50,48,NA,857,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"33",874043052,"NARVIK",1805,2015,42.4,40,22,43.4,18,41.2,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",14.6,19.67,10,9,1424,0,0.526315789473684,1,1.2582180911358,63.4,18853,838,49,48,48,22,925,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"34",874043052,"NARVIK",1805,2016,39.8,33,10,41.3,23,39.2,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",13.5,18.83,10,9,1402,0,0.526315789473684,1,1.18262451671594,63.3,18787,759,49,50,48,22.4,800,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"35",874043052,"NARVIK",1805,2013,40.2,46,22,44.6,24,36.1,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",15.2,21.83,10,12,1625,0,0.454545454545455,1,1.38106286598166,65.7,18509,1014,NA,NA,NA,21.2,826,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"36",874043052,"NARVIK",1805,2011,39,46,24,39.5,22,38.5,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",15.9,25.83,11,14,1936,0,0.44,1,1.20202911336568,66.9,18380,855,NA,NA,NA,20.5,799,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"37",874043052,"NARVIK",1805,2010,39.5,52,25,41.4,27,37.7,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",13.1,26.5,12,13,2295,110,0.48,0.954261954261954,1.39742873113471,66.9,18402,793,NA,NA,NA,20.3,860,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"38",874043052,"NARVIK",1805,2009,37.3,44,20,37.7,24,36.9,4,"I",18,"Hele landet","Nordland","Narvik ungdomsskole",13.3,25.67,10,14,2086,123,0.416666666666667,0.944318696242644,1.24161073825503,67,18348,770,NA,NA,NA,19.8,762,1,"Øvreveien 7 8516 NARVIK",17.3950257,68.4371111
"39",874065102,"ALTA",2012,2008,38.4,131,64,40.6,67,36.3,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",15.4,27.13,22,30,4062,0,0.423076923076923,1,6.10012156039341,71.5,18272,896,NA,NA,NA,22.2,841,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"40",874065102,"ALTA",2012,2013,38.6,133,61,41.6,72,36.2,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",14.9,27.82,20,35,4557,154,0.363636363636364,0.967310549777117,6.30409231755529,68,19646,963,NA,NA,NA,23.6,955,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"41",874065102,"ALTA",2012,2014,38.2,170,85,39.4,85,37.1,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",16.5,27.59,20,32,4193,100,0.384615384615385,0.976706266014442,6.31767055608115,68.3,19822,918,NA,NA,NA,24,952,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"42",874065102,"ALTA",2012,2007,38.5,111,55,41.6,56,35.4,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",16.7,28.07,21,31,3620,0,0.403846153846154,1,NA,NA,18090,891,NA,NA,NA,21.7,861,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"43",874065102,"ALTA",2012,2015,39.9,149,82,42.9,67,36.2,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",14.6,27.35,19,33,4105,600,0.365384615384615,0.872476089266737,5.93220338983051,65.5,19898,1067,49,50,49,24,1009,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"44",874065102,"ALTA",2012,2009,38.1,129,59,41.2,70,35.5,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",13.9,27.2,22,32,4335,0,0.407407407407407,1,7.32841747022121,69.7,18488,891,NA,NA,NA,22.5,857,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"45",874065102,"ALTA",2012,2017,40.7,160,82,43.5,78,37.7,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",12.7,27.81,17,36,4615,471,0.320754716981132,0.907392843098702,5.74712643678161,66.8,20446,944,50,50,50,NA,853,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"46",874065102,"ALTA",2012,2010,40.3,133,69,42.4,64,38,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",12.9,27,20,33,4571,197,0.377358490566038,0.95868288590604,6.94073083778966,69.1,18680,992,NA,NA,NA,23,767,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"47",874065102,"ALTA",2012,2012,39.1,154,76,41.4,78,36.9,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",15.2,27.59,21,33,4415,100,0.388888888888889,0.977851605758583,7.03751897636088,68.1,19282,1072,NA,NA,NA,23.4,865,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"48",874065102,"ALTA",2012,2011,37.1,124,53,38.6,71,36,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",14.8,27.25,21,29,4213,100,0.42,0.97681428240204,7.09987966305656,69.1,19071,982,NA,NA,NA,23.1,939,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"49",874065102,"ALTA",2012,2016,39.2,136,63,44.7,73,34.4,4,"I",20,"Hele landet","Finnmark Finnmárku","Alta ungdomsskole",13,28.25,16,40,5260,100,0.285714285714286,0.98134328358209,5.56660039761431,66,20097,1127,48,48,48,24.5,929,1,"Skoleveien 20 9510 ALTA",23.293468,69.9728915
"50",874551422,"RANDABERG",1127,2010,37.2,66,30,40.8,36,34.2,4,"I",11,"Hele landet","Rogaland","Harestad skole",16.8,22.7,9,52,1772,77,0.147540983606557,0.958355868036777,15.3929893315916,73.1,9997,657,NA,NA,NA,20.7,672,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"51",874551422,"RANDABERG",1127,2011,39.1,66,33,41.9,33,36.2,4,"I",11,"Hele landet","Rogaland","Harestad skole",16.9,22.9,10,56,1720,0,0.151515151515152,1,15.4564755838641,72.9,10061,831,NA,NA,NA,21.2,685,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"52",874551422,"RANDABERG",1127,2008,39.3,56,29,41.7,27,36.8,4,"I",11,"Hele landet","Rogaland","Harestad skole",20.6,23.41,16,52,1585,0,0.235294117647059,1,13.601368691189,75,9622,676,NA,NA,NA,19.8,523,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"53",874551422,"RANDABERG",1127,2015,41,69,37,45.4,32,36,4,"I",11,"Hele landet","Rogaland","Harestad skole",18.3,23.43,12,58,1651,0,0.171428571428571,1,16.0263213755041,69.2,10556,775,NA,NA,NA,21.9,694,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"54",874551422,"RANDABERG",1127,2012,41.3,60,27,42.1,33,40.6,4,"I",11,"Hele landet","Rogaland","Harestad skole",14.7,23.17,9,56,1736,0,0.138461538461538,1,16.1263507896924,73.6,10265,717,NA,NA,NA,21.2,660,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"55",874551422,"RANDABERG",1127,2009,40.1,60,31,41.6,29,38.5,4,"I",11,"Hele landet","Rogaland","Harestad skole",16.2,23.03,16,52,1864,0,0.235294117647059,1,13.8284250960307,73.7,9867,619,NA,NA,NA,20.3,571,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"56",874551422,"RANDABERG",1127,2007,37,57,27,37.6,30,36.5,4,"I",11,"Hele landet","Rogaland","Harestad skole",16.3,23.39,9,56,1955,0,0.138461538461538,1,NA,NA,9501,617,NA,NA,NA,19.8,568,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"57",874551422,"RANDABERG",1127,2014,41.6,61,26,46.1,35,38.2,4,"I",11,"Hele landet","Rogaland","Harestad skole",16.2,23.23,13,53,1634,61,0.196969696969697,0.964011799410029,17.4370614940157,73.2,10416,831,NA,NA,NA,21.4,740,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"58",874551422,"RANDABERG",1127,2016,40.5,65,36,44.2,29,35.9,4,"I",11,"Hele landet","Rogaland","Harestad skole",18.8,23.33,14,52,1716,0,0.212121212121212,1,14.3318269851517,66.8,10737,764,53,51,53,22.1,727,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"59",874551422,"RANDABERG",1127,2017,43,74,35,44.7,39,41.5,4,"I",11,"Hele landet","Rogaland","Harestad skole",16.8,22.83,13,50,2060,26,0.206349206349206,0.987535953978907,13.9314982139105,67.8,10873,632,49,51,50,NA,582,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"60",874551422,"RANDABERG",1127,2013,39.3,67,19,43.2,48,37.8,4,"I",11,"Hele landet","Rogaland","Harestad skole",16.9,23.4,8,57,1625,56,0.123076923076923,0.966686496133254,16.8752607425949,73.3,10397,634,NA,NA,NA,21.1,692,1,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338
"61",874552372,"BÆRUM",219,2009,42.7,134,71,43.9,63,41.3,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",22.1,27.2,18,18,2726,55,0.5,0.98022294138799,1.86619090098127,72.1,109700,6974,NA,NA,NA,30.2,5999,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"62",874552372,"BÆRUM",219,2013,44,136,65,44.6,71,43.3,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",23.8,28.27,14,24,2619,189,0.368421052631579,0.932692307692308,2.35759039400132,70.9,116677,8580,NA,NA,NA,31.3,7094,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"63",874552372,"BÆRUM",219,2012,43.3,137,65,46,72,40.9,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",23.1,28.13,14,19,2551,271,0.424242424242424,0.90396881644224,2.20849420849421,70.9,114489,8519,NA,NA,NA,31.1,6772,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"64",874552372,"BÆRUM",219,2014,43.4,144,71,46.5,73,40.4,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",22.8,28.13,10,24,2735,142,0.294117647058824,0.950643030935002,2.35557026982288,70.9,118588,8566,NA,NA,NA,31.1,6903,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"65",874552372,"BÆRUM",219,2017,45.1,135,71,46.5,64,43.5,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",24.4,27.53,12,24,2723,35,0.333333333333333,0.987309644670051,2.28843745425565,69.1,124008,8728,55,57,56,NA,7724,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"66",874552372,"BÆRUM",219,2011,42.4,136,71,45.3,65,39.3,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",24.9,27.47,14,18,2471,155,0.4375,0.940974866717441,2.09045261175814,71.4,112789,8043,NA,NA,NA,30.6,6764,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"67",874552372,"BÆRUM",219,2010,44,137,80,45.5,57,41.9,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",25.1,27.53,16,17,2364,70,0.484848484848485,0.971240755957272,2.08477493302106,71.4,111213,7601,NA,NA,NA,30.4,6482,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"68",874552372,"BÆRUM",219,2008,44,143,83,45.6,60,41.7,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",23.3,27.73,21,15,2548,252,0.583333333333333,0.91,1.86673259982693,73.8,108144,7017,NA,NA,NA,30,5933,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"69",874552372,"BÆRUM",219,2015,44.3,139,67,44,72,44.7,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",22.3,27.47,10,23,2787,122,0.303030303030303,0.958061189412169,2.17620923799145,68.9,120685,8678,55,55,55,31.2,7576,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"70",874552372,"BÆRUM",219,2016,44.4,136,72,46.3,64,42.2,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",23.1,27.73,10,25,2799,35,0.285714285714286,0.987649964714185,1.90770859875246,68.5,122348,8501,57,56,56,31.5,7337,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"71",874552372,"BÆRUM",219,2007,42.3,113,55,44.1,58,40.5,4,"I",2,"Hele landet","Akershus","Ringstabekk skole",22.8,28.07,21,15,2473,321,0.583333333333333,0.885110952040086,NA,NA,106932,7215,NA,NA,NA,29.9,6424,1,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308
"72",874555762,"SKEDSMO",231,2008,41.2,96,49,42.6,47,39.8,4,"I",2,"Hele landet","Akershus","Stalsberg ungdomsskole (Nedlagt)",11.9,23.1,11,12,2605,134,0.478260869565217,0.951077035414385,0.704140345229952,72.7,46146,3883,NA,NA,NA,20.1,3592,1,"Stalsberggata 45 Skedsmo",11.0164957,59.9494166
"73",874555762,"SKEDSMO",231,2011,41.1,71,39,41.9,32,40.1,4,"I",2,"Hele landet","Akershus","Stalsberg ungdomsskole (Nedlagt)",17.9,26.22,10,11,1723,98,0.476190476190476,0.946183415705656,0.674306205176177,69.8,48752,4533,NA,NA,NA,21,3834,1,"Stalsberggata 45 Skedsmo",11.0164957,59.9494166
"74",874555762,"SKEDSMO",231,2012,40,84,35,42.6,49,38.1,4,"I",2,"Hele landet","Akershus","Stalsberg ungdomsskole (Nedlagt)",18.7,26.5,13,12,1914,43,0.52,0.978027593254982,0.696277592868893,69.7,49698,4593,NA,NA,NA,21.3,3981,1,"Stalsberggata 45 Skedsmo",11.0164957,59.9494166
"75",874555762,"SKEDSMO",231,2009,39.7,68,40,40.1,28,39.1,4,"I",2,"Hele landet","Akershus","Stalsberg ungdomsskole (Nedlagt)",11.8,24.11,7,16,2134,417,0.304347826086957,0.836534692277538,0.709018718094158,70.7,46668,4174,NA,NA,NA,20.3,3390,1,"Stalsberggata 45 Skedsmo",11.0164957,59.9494166
"76",874555762,"SKEDSMO",231,2010,39.3,83,37,41.5,46,37.6,4,"I",2,"Hele landet","Akershus","Stalsberg ungdomsskole (Nedlagt)",15.6,26.22,8,14,1893,233,0.363636363636364,0.890404515522107,0.785956513066028,69.7,47723,4494,NA,NA,NA,20.6,3734,1,"Stalsberggata 45 Skedsmo",11.0164957,59.9494166
"77",874555762,"SKEDSMO",231,2013,43.5,86,50,43.2,36,43.8,4,"I",2,"Hele landet","Akershus","Stalsberg ungdomsskole (Nedlagt)",19.7,25.27,14,10,1888,98,0.583333333333333,0.950654582074522,0.690181124880839,68.9,50532,4601,NA,NA,NA,21.6,4140,1,"Stalsberggata 45 Skedsmo",11.0164957,59.9494166
"78",874555762,"SKEDSMO",231,2007,40.4,67,41,42.6,26,37,4,"I",2,"Hele landet","Akershus","Stalsberg ungdomsskole (Nedlagt)",14.1,22.7,9,13,2137,169,0.409090909090909,0.926712922810061,NA,NA,44577,4414,NA,NA,NA,19.7,3131,1,"Stalsberggata 45 Skedsmo",11.0164957,59.9494166
"79",874559512,"MELHUS",1653,2017,38.8,14,7,42.4,7,35.2,4,"I",16,"Hele landet","Sør-Trøndelag","Eid skole og Barnehage Avd skole",14.1,17.88,6,12,678,0,0.333333333333333,1,NA,NA,16213,928,48,49,49,NA,798,1," 7212 KORSVEGEN",10.0992989,63.1610613
"80",874559512,"MELHUS",1653,2013,40.2,30,11,43,19,38.6,4,"I",16,"Hele landet","Sør-Trøndelag","Eid skole og Barnehage Avd skole",13.1,15.36,6,16,821,0,0.272727272727273,1,NA,NA,15679,952,NA,NA,NA,18,902,1," 7212 KORSVEGEN",10.0992989,63.1610613
"81",874559512,"MELHUS",5028,2012,39.1,27,17,43.7,10,31.4,4,"I",50,"Hele landet","Trøndelag","Eid skole og Barnehage Avd skole",14.2,16.09,6,15,764,0,0.285714285714286,1,NA,NA,0,0,NA,NA,NA,NA,0,1," 7212 KORSVEGEN",10.0992989,63.1610613
"82",874559512,"MELHUS",1653,2014,39.6,19,9,41.3,10,38.1,4,"I",16,"Hele landet","Sør-Trøndelag","Eid skole og Barnehage Avd skole",12.8,17.56,6,15,704,0,0.285714285714286,1,NA,NA,15844,861,NA,NA,NA,18.5,876,1," 7212 KORSVEGEN",10.0992989,63.1610613
"83",874559512,"MELHUS",5028,2011,41.7,20,10,42.5,10,41,4,"I",50,"Hele landet","Trøndelag","Eid skole og Barnehage Avd skole",13,17.6,7,19,916,100,0.269230769230769,0.901574803149606,NA,NA,0,0,NA,NA,NA,NA,0,1," 7212 KORSVEGEN",10.0992989,63.1610613
