"","Org.nr","kommune","komnr","time","grpoeng","eleverN","j_eleverN","j_grpoeng","g_eleverN","g_grpoeng","enhetsnivå","nasjonalkode","fylkeskode","nasjonalt","fylke","Navn","grpst2","klasseN","antmenn","antkvinner","sumoppfyller","sumikkeoppfyller","mennandel","oppfyllerandel","primær_andel","andel_syss","pop","innflytting","engelsk","lesing","regning","utd","utflytting","videregående","Adresse","lon","lat"
"7062",975320499,"SELJORD",828,2014,43.9,28,14,47.8,14,40,4,"I",8,"Hele landet","Telemark","Seljord ungdomsskule",13.3,23.5,7,10,1057,35,0.411764705882353,0.967948717948718,7.04721634954193,68.8,2989,158,NA,NA,NA,19.4,130,0,"Brøløsvegen 14 3840 SELJORD",8.6230014,59.483109
"7063",975320499,"SELJORD",828,2010,38.3,32,16,43.6,16,33.1,4,"I",8,"Hele landet","Telemark","Seljord ungdomsskule",13.9,16.83,6,13,1046,0,0.315789473684211,1,6.90131124913734,71.6,2966,144,NA,NA,NA,17.5,157,0,"Brøløsvegen 14 3840 SELJORD",8.6230014,59.483109
"7064",975320499,"SELJORD",828,2015,41.2,38,18,46.6,20,36.4,4,"I",8,"Hele landet","Telemark","Seljord ungdomsskule",14.1,24.5,7,11,1053,22,0.388888888888889,0.97953488372093,6.06060606060606,67.3,3002,140,48,46,51,19.6,147,0,"Brøløsvegen 14 3840 SELJORD",8.6230014,59.483109
"7065",975320499,"SELJORD",828,2007,40.1,40,21,42.2,19,37.8,4,"I",8,"Hele landet","Telemark","Seljord ungdomsskule",14.2,20.4,6,12,1109,60,0.333333333333333,0.948674080410607,NA,NA,2933,167,NA,NA,NA,15.9,151,0,"Brøløsvegen 14 3840 SELJORD",8.6230014,59.483109
"7066",975320499,"SELJORD",828,2008,39.9,29,11,45,18,36.8,4,"I",8,"Hele landet","Telemark","Seljord ungdomsskule",12.3,18.2,4,14,1045,85,0.222222222222222,0.924778761061947,8.1043956043956,73.5,2930,136,NA,NA,NA,16.2,133,0,"Brøløsvegen 14 3840 SELJORD",8.6230014,59.483109
"7067",975320499,"SELJORD",828,2009,38.5,26,10,42.9,16,35.7,4,"I",8,"Hele landet","Telemark","Seljord ungdomsskule",12.3,19,5,11,1104,19,0.3125,0.983081032947462,8.14917127071823,72.3,2925,166,NA,NA,NA,17.1,133,0,"Brøløsvegen 14 3840 SELJORD",8.6230014,59.483109
"7068",975828867,"TØNSBERG",704,2012,42.8,20,10,43.1,10,42.6,4,"I",7,"Hele landet","Vestfold","Elihu Kristne grunnskole",13.2,15.57,2,16,518,113,0.111111111111111,0.820919175911252,1.72498767865944,67,40677,3264,NA,NA,NA,25.6,2806,1,"Husvikveien 15 3113 TØNSBERG",10.4436519,59.2683647
"7069",975828867,"TØNSBERG",704,2010,45.5,25,13,47,12,43.9,4,"I",7,"Hele landet","Vestfold","Elihu Kristne grunnskole",14.6,18.83,3,13,678,13,0.1875,0.981186685962373,1.81129758493655,67.6,39367,3015,NA,NA,NA,24.7,2715,1,"Husvikveien 15 3113 TØNSBERG",10.4436519,59.2683647
"7070",975906892,"BÆRUM",219,2017,43.5,175,78,45.1,97,42.2,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",23.6,28.28,22,25,3152,23,0.468085106382979,0.992755905511811,2.28843745425565,69.1,124008,8728,53,53,53,NA,7724,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7071",975906892,"BÆRUM",219,2007,42.4,173,84,43.8,89,41.1,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",22.1,29.06,15,34,3558,0,0.306122448979592,1,NA,NA,106932,7215,NA,NA,NA,29.9,6424,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7072",975906892,"BÆRUM",219,2009,41.8,156,78,43,78,40.6,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",20,28,14,31,3503,0,0.311111111111111,1,1.86619090098127,72.1,109700,6974,NA,NA,NA,30.2,5999,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7073",975906892,"BÆRUM",219,2013,43,134,67,45.6,67,40.4,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",21.6,27.44,14,25,3084,101,0.358974358974359,0.96828885400314,2.35759039400132,70.9,116677,8580,NA,NA,NA,31.3,7094,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7074",975906892,"BÆRUM",219,2010,41.4,110,47,43.3,63,40.1,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",20.5,28.6,13,28,3186,0,0.317073170731707,1,2.08477493302106,71.4,111213,7601,NA,NA,NA,30.4,6482,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7075",975906892,"BÆRUM",219,2012,42,145,62,42.3,83,41.8,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",22.3,25.88,15,26,2920,203,0.365853658536585,0.934998398975344,2.20849420849421,70.9,114489,8519,NA,NA,NA,31.1,6772,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7076",975906892,"BÆRUM",219,2011,42.8,164,75,44.9,89,41,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",22.1,27,12,26,3127,101,0.315789473684211,0.968711276332094,2.09045261175814,71.4,112789,8043,NA,NA,NA,30.6,6764,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7077",975906892,"BÆRUM",219,2016,45.4,130,76,46,54,44.5,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",24,28.18,19,25,2999,35,0.431818181818182,0.988464073829928,1.90770859875246,68.5,122348,8501,53,52,52,31.5,7337,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7078",975906892,"BÆRUM",219,2015,44.2,146,67,44.9,79,43.6,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",22.2,28.94,16,21,3041,29,0.432432432432432,0.990553745928339,2.17620923799145,68.9,120685,8678,54,55,56,31.2,7576,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7079",975906892,"BÆRUM",219,2014,43.7,148,76,44.8,72,42.7,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",21.9,27.44,14,21,3008,0,0.4,1,2.35557026982288,70.9,118588,8566,NA,NA,NA,31.1,6903,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7080",975906892,"BÆRUM",219,2008,43.5,172,85,46.1,87,40.9,4,"I",2,"Hele landet","Akershus","Mølladammen ungdomsskole",18.8,27.53,14,35,3601,171,0.285714285714286,0.954665959703075,1.86673259982693,73.8,108144,7017,NA,NA,NA,30,5933,1,"Lommedalsveien 239 1350 LOMMEDALEN",10.4973065,59.9499367
"7081",975934993,"FROGN",215,2007,42.7,17,9,45.8,8,39.3,4,"I",2,"Hele landet","Akershus","Drøbak Montessori skole AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13890,985,NA,NA,NA,23.6,678,1,"Osloveien 27 1440 DRØBAK",10.634973,59.6630542
"7082",975934993,"FROGN",215,2008,43.1,18,12,44.1,6,41.1,4,"I",2,"Hele landet","Akershus","Drøbak Montessori skole AS",NA,NA,NA,NA,NA,NA,NA,NA,1.50356106568188,72.1,14245,824,NA,NA,NA,23.9,688,1,"Osloveien 27 1440 DRØBAK",10.634973,59.6630542
"7083",975934993,"FROGN",215,2013,46.6,20,10,46.9,10,46.2,4,"I",2,"Hele landet","Akershus","Drøbak Montessori skole AS",NA,NA,NA,NA,NA,NA,NA,NA,1.28878878878879,68.4,15469,992,NA,NA,NA,25.2,835,1,"Osloveien 27 1440 DRØBAK",10.634973,59.6630542
"7084",975934993,"FROGN",215,2016,43.9,19,11,46.6,8,40.1,4,"I",2,"Hele landet","Akershus","Drøbak Montessori skole AS",NA,NA,NA,NA,NA,NA,NA,NA,1.35904737250841,66,15695,976,49,51,50,26.3,932,1,"Osloveien 27 1440 DRØBAK",10.634973,59.6630542
"7085",975934993,"FROGN",215,2015,44.4,20,11,46.1,9,42.3,4,"I",2,"Hele landet","Akershus","Drøbak Montessori skole AS",NA,NA,NA,NA,NA,NA,NA,NA,1.29686697483308,66.8,15656,1034,51,46,53,25.7,1005,1,"Osloveien 27 1440 DRØBAK",10.634973,59.6630542
"7086",975934993,"FROGN",215,2014,46.3,21,13,47.1,8,45,4,"I",2,"Hele landet","Akershus","Drøbak Montessori skole AS",NA,NA,NA,NA,NA,NA,NA,NA,1.3875,68.6,15671,884,NA,NA,NA,25.5,913,1,"Osloveien 27 1440 DRØBAK",10.634973,59.6630542
"7087",975934993,"FROGN",215,2010,45.1,19,11,45.6,8,44.3,4,"I",2,"Hele landet","Akershus","Drøbak Montessori skole AS",NA,NA,NA,NA,NA,NA,NA,NA,1.49173498185728,68.3,14622,897,NA,NA,NA,24.4,758,1,"Osloveien 27 1440 DRØBAK",10.634973,59.6630542
"7088",976202422,"BERGEN",1201,2007,41.8,16,8,40.2,8,43.3,4,"I",12,"Hele landet","Hordaland","Møllebakken skole",10.3,14.5,5,8,406,0,0.384615384615385,1,NA,NA,244620,12144,NA,NA,NA,24.1,10372,1,"Jørgen Moes gate 26 5053 BERGEN",5.3393486,60.3782637
"7089",976207076,"NEDRE EIKER",625,2016,42.6,14,7,45.4,7,39.8,4,"I",6,"Hele landet","Buskerud","Rosendal skole Adventistsamfunnets Grunnskoler",10.9,16.83,6,12,650,35,0.333333333333333,0.948905109489051,0.71524739145069,64.5,24431,1820,51,49,52,19.4,1610,0,"Fjerdingen 3 3050 MJØNDALEN",10.025691,59.7498763
"7090",976207076,"NEDRE EIKER",625,2008,42.9,18,9,42,9,43.9,4,"I",6,"Hele landet","Buskerud","Rosendal skole Adventistsamfunnets Grunnskoler",24,16,7,11,457,76,0.388888888888889,0.857410881801126,1.01374570446735,71.4,22092,1382,NA,NA,NA,16.1,1234,0,"Fjerdingen 3 3050 MJØNDALEN",10.025691,59.7498763
"7091",976207130,"OSLO",301,2009,36.2,14,8,37.7,6,34.3,4,"I",3,"Hele landet","Oslo","Østmarka skole",10.9,16.8,5,13,508,0,0.277777777777778,1,0.724609862372114,70,575475,38784,NA,NA,NA,28.8,33197,1,"John G. Mattesons vei 13 0687 OSLO",10.8527534,59.8903705
"7092",976207130,"OSLO",301,2012,42.7,14,7,43.1,7,42.2,4,"I",3,"Hele landet","Oslo","Østmarka skole",12,13.86,4,11,456,46,0.266666666666667,0.908366533864542,0.782663948372487,69.3,613285,45372,NA,NA,NA,29.5,40292,1,"John G. Mattesons vei 13 0687 OSLO",10.8527534,59.8903705
"7093",976207173,"SANDEFJORD",706,2014,39.8,17,8,43.6,9,36.5,4,"I",7,"Hele landet","Vestfold","Mokollen skole",12.3,16,2,12,515,29,0.142857142857143,0.946691176470588,NA,NA,44976,2328,NA,NA,NA,21.4,2020,1,"Plutos vei 16B 3226 SANDEFJORD",10.2114683,59.1451702
"7094",976207289,"MOSS",104,2008,43.8,16,8,44.3,8,43.2,4,"I",1,"Hele landet","Østfold","Torderød skole Adventistkirkens grunnskole",11,13.6,5,10,469,65,0.333333333333333,0.878277153558052,0.954932673811487,66.6,29073,2094,NA,NA,NA,19.1,1610,1,"Folke Bernadottes gate 8 1511 MOSS",10.6391401,59.4348267
"7095",976207289,"MOSS",104,2009,43,14,8,42.8,6,43.4,4,"I",1,"Hele landet","Østfold","Torderød skole Adventistkirkens grunnskole",12,17,4,13,419,20,0.235294117647059,0.954441913439636,1.09067579127459,63.5,29588,2051,NA,NA,NA,19.2,1684,1,"Folke Bernadottes gate 8 1511 MOSS",10.6391401,59.4348267
"7096",976824466,"SKIEN",806,2014,38.7,125,55,40.8,70,37.1,4,"I",8,"Hele landet","Telemark","Gimsøy skole",19.3,26.21,14,23,2742,25,0.378378378378378,0.990964943982653,2.86193940362939,63.7,53439,2566,NA,NA,NA,20.6,2375,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7097",976824466,"SKIEN",806,2017,42.3,99,45,43.3,54,41.5,4,"I",8,"Hele landet","Telemark","Gimsøy skole",22.3,26.58,9,23,2093,13,0.28125,0.993827160493827,2.42939446436485,61.9,54316,2657,50,50,49,NA,2516,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7098",976824466,"SKIEN",806,2010,39.7,120,59,41.6,61,37.8,4,"I",8,"Hele landet","Telemark","Gimsøy skole",23.8,26.69,12,18,2291,0,0.4,1,2.60198903998376,65.1,51668,2368,NA,NA,NA,19,2034,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7099",976824466,"SKIEN",806,2015,41.2,123,61,44.1,62,38.4,4,"I",8,"Hele landet","Telemark","Gimsøy skole",21.2,25.29,12,21,2555,0,0.363636363636364,1,2.70768474520727,61.6,53745,2664,50,49,50,20.9,2458,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7100",976824466,"SKIEN",806,2011,35.7,115,56,36.6,59,34.9,4,"I",8,"Hele landet","Telemark","Gimsøy skole",21.4,28.67,8,19,2266,0,0.296296296296296,1,2.52924566357402,64.8,52077,2573,NA,NA,NA,19.3,2257,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7101",976824466,"SKIEN",806,2012,37.3,111,57,38.8,54,35.7,4,"I",8,"Hele landet","Telemark","Gimsøy skole",20.1,29.17,9,21,2407,0,0.3,1,2.80755694000566,63.9,52509,2613,NA,NA,NA,19.8,2167,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7102",976824466,"SKIEN",806,2016,41.2,128,64,43.5,64,38.8,4,"I",8,"Hele landet","Telemark","Gimsøy skole",22,25.77,10,24,2202,29,0.294117647058824,0.987001344688481,2.55773225267788,61.6,53952,2612,47,46,46,21.4,2349,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7103",976824466,"SKIEN",806,2013,38.5,120,67,40.2,53,36.4,4,"I",8,"Hele landet","Telemark","Gimsøy skole",17.8,29.67,11,22,2770,45,0.333333333333333,0.984014209591474,2.83438087993915,64,53015,2620,NA,NA,NA,20.2,2269,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7104",976824466,"SKIEN",806,2008,37.8,112,58,40.2,54,35.2,4,"I",8,"Hele landet","Telemark","Gimsøy skole",22.5,26.92,14,19,2341,51,0.424242424242424,0.978678929765886,2.47328848436882,68.3,50864,2350,NA,NA,NA,18.1,1894,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7105",976824466,"SKIEN",806,2007,38.1,102,56,40.5,46,35.3,4,"I",8,"Hele landet","Telemark","Gimsøy skole",21.2,26.17,13,19,2024,97,0.40625,0.954266855256954,NA,NA,50696,2250,NA,NA,NA,17.7,2079,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7106",976824466,"SKIEN",806,2009,36.5,119,72,36.6,47,36.4,4,"I",8,"Hele landet","Telemark","Gimsøy skole",23.8,27.46,15,20,2321,107,0.428571428571429,0.955930807248764,2.36901681759379,66,51359,2350,NA,NA,NA,18.6,2051,1,"Grogata 20 3730 SKIEN",9.6086836,59.1935601
"7107",976939190,"OSLO",301,2014,47,17,11,49.2,6,42.9,4,"I",3,"Hele landet","Oslo","Lycee Francais Rene Cassin Avd Barneskole/barnehage",18.6,22.35,14,32,921,0,0.304347826086957,1,0.849193885342977,69.6,634463,45363,NA,NA,NA,29.7,38174,1,"Skovveien 9 0257 OSLO",10.7172832,59.9170164
"7108",976939190,"OSLO",301,2012,51.1,19,13,51.2,6,50.9,4,"I",3,"Hele landet","Oslo","Lycee Francais Rene Cassin Avd Barneskole/barnehage",18.7,22.55,12,33,1182,0,0.266666666666667,1,0.782663948372487,69.3,613285,45372,NA,NA,NA,29.5,40292,1,"Skovveien 9 0257 OSLO",10.7172832,59.9170164
"7109",976976053,"LEVANGER",1719,2012,40.8,74,34,42.4,40,39.4,4,"I",17,"Hele landet","Nord-Trøndelag","Frol ungdomsskole (Nedlagt)",18.7,24.08,13,58,2287,0,0.183098591549296,1,NA,NA,18922,942,NA,NA,NA,25.2,845,1,"Skolevegen 29 Levanger",11.3201408,63.7456783
"7110",976976053,"LEVANGER",1719,2007,40,88,43,40.5,45,39.6,4,"I",17,"Hele landet","Nord-Trøndelag","Frol ungdomsskole (Nedlagt)",23.1,23.2,17,46,2528,0,0.26984126984127,1,NA,NA,18173,947,NA,NA,NA,23.1,827,1,"Skolevegen 29 Levanger",11.3201408,63.7456783
"7111",976976053,"LEVANGER",1719,2014,39.9,59,18,38.8,41,40.4,4,"I",17,"Hele landet","Nord-Trøndelag","Frol ungdomsskole (Nedlagt)",20.2,23.29,6,35,0,0,0.146341463414634,NA,NA,NA,19212,1073,NA,NA,NA,26,854,1,"Skolevegen 29 Levanger",11.3201408,63.7456783
"7112",976976053,"LEVANGER",1719,2011,39.2,97,44,40.8,53,37.9,4,"I",17,"Hele landet","Nord-Trøndelag","Frol ungdomsskole (Nedlagt)",25,24.62,15,49,2602,0,0.234375,1,NA,NA,18741,952,NA,NA,NA,24.7,837,1,"Skolevegen 29 Levanger",11.3201408,63.7456783
"7113",976976053,"LEVANGER",1719,2013,39.3,71,37,43,34,35.3,4,"I",17,"Hele landet","Nord-Trøndelag","Frol ungdomsskole (Nedlagt)",17.6,23.16,14,51,2189,0,0.215384615384615,1,NA,NA,19078,942,NA,NA,NA,25.7,874,1,"Skolevegen 29 Levanger",11.3201408,63.7456783
"7114",976976053,"LEVANGER",1719,2009,39.4,83,39,39.4,44,39.3,4,"I",17,"Hele landet","Nord-Trøndelag","Frol ungdomsskole (Nedlagt)",18,24.29,18,48,2639,0,0.272727272727273,1,NA,NA,18464,876,NA,NA,NA,23.7,825,1,"Skolevegen 29 Levanger",11.3201408,63.7456783
"7115",976976053,"LEVANGER",1719,2010,39.3,74,40,40.9,34,37.4,4,"I",17,"Hele landet","Nord-Trøndelag","Frol ungdomsskole (Nedlagt)",20.5,24.38,16,55,2410,75,0.225352112676056,0.969818913480885,NA,NA,18580,962,NA,NA,NA,24.2,844,1,"Skolevegen 29 Levanger",11.3201408,63.7456783
"7116",976976053,"LEVANGER",1719,2008,38.2,100,45,40.9,55,36,4,"I",17,"Hele landet","Nord-Trøndelag","Frol ungdomsskole (Nedlagt)",22.2,23.48,16,42,2483,0,0.275862068965517,1,NA,NA,18355,836,NA,NA,NA,23.5,787,1,"Skolevegen 29 Levanger",11.3201408,63.7456783
"7117",977506077,"STAVANGER",1103,2011,40.2,54,23,41.9,31,38.9,4,"I",11,"Hele landet","Rogaland","Teinå skole",20.5,24,8,20,934,0,0.285714285714286,1,17.2786394877914,72.8,126021,9198,NA,NA,NA,26,8697,1,"Eldfiskbakken 11 4028 STAVANGER",5.6824872,58.9900938
"7118",977506077,"STAVANGER",1103,2013,42.6,42,16,43.8,26,41.8,4,"I",11,"Hele landet","Rogaland","Teinå skole",18.9,22.08,7,22,706,0,0.241379310344828,1,18.938387996282,72.3,129191,9519,NA,NA,NA,26.5,8839,1,"Eldfiskbakken 11 4028 STAVANGER",5.6824872,58.9900938
"7119",977506077,"STAVANGER",1103,2012,40.9,52,24,40.8,28,41,4,"I",11,"Hele landet","Rogaland","Teinå skole",21.8,22.71,8,19,926,0,0.296296296296296,1,18.5604285236023,72.6,127506,9580,NA,NA,NA,26.3,8773,1,"Eldfiskbakken 11 4028 STAVANGER",5.6824872,58.9900938
"7120",977506077,"STAVANGER",1103,2008,41.1,44,14,45.1,30,39.3,4,"I",11,"Hele landet","Rogaland","Teinå skole",16.5,20.75,9,20,1107,0,0.310344827586207,1,13.3844928935644,74.1,119586,8191,NA,NA,NA,25,7083,1,"Eldfiskbakken 11 4028 STAVANGER",5.6824872,58.9900938
"7121",977506077,"STAVANGER",1103,2010,40.5,55,27,43.7,28,37.3,4,"I",11,"Hele landet","Rogaland","Teinå skole",19.6,25.07,7,24,1176,43,0.225806451612903,0.964725184577523,16.5130357020018,71.8,123850,8759,NA,NA,NA,25.7,7603,1,"Eldfiskbakken 11 4028 STAVANGER",5.6824872,58.9900938
"7122",977506077,"STAVANGER",1103,2007,40.7,55,26,40.1,29,41.3,4,"I",11,"Hele landet","Rogaland","Teinå skole",17.5,19.65,10,19,1074,0,0.344827586206897,1,NA,NA,117315,8133,NA,NA,NA,24.5,6767,1,"Eldfiskbakken 11 4028 STAVANGER",5.6824872,58.9900938
"7123",978606741,"ØYGARDEN",1259,2007,39.2,73,35,41.6,38,37,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",19,23.11,16,12,2201,45,0.571428571428571,0.979964381121995,NA,NA,4134,248,NA,NA,NA,11.7,226,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7124",978606741,"ØYGARDEN",1259,2008,37.5,62,29,38.1,33,36.9,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",17.5,21.56,13,12,1909,268,0.52,0.876894809370694,14.1046831955923,69.4,4168,236,NA,NA,NA,11.9,215,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7125",978606741,"ØYGARDEN",1259,2013,41.2,60,24,44.5,36,38.9,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",17.3,23.11,9,14,1799,70,0.391304347826087,0.962546816479401,17.4547283702213,68.2,4563,333,NA,NA,NA,14.4,221,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7126",978606741,"ØYGARDEN",1259,2014,41.7,66,37,44,29,38.8,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",17.9,25.5,10,16,1751,78,0.384615384615385,0.957353745215965,17.6915322580645,68.3,4704,301,NA,NA,NA,14.4,272,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7127",978606741,"ØYGARDEN",1259,2009,40.6,66,32,40,34,41.2,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",15.4,21.44,12,13,1946,0,0.48,1,14.34854315558,68.8,4223,232,NA,NA,NA,12.1,223,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7128",978606741,"ØYGARDEN",1259,2010,38.4,62,27,41,35,36.5,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",15.8,23.25,15,15,1846,0,0.5,1,17.4353205849269,67.7,4267,238,NA,NA,NA,12.7,215,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7129",978606741,"ØYGARDEN",1259,2011,41.3,69,39,42.2,30,40,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",15.9,23.38,12,13,1855,52,0.48,0.972732039853172,17.0086393088553,67.5,4300,304,NA,NA,NA,13.3,211,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7130",978606741,"ØYGARDEN",1259,2012,37.5,63,32,40.3,31,34.6,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",15.5,21.33,10,16,1846,100,0.384615384615385,0.948612538540596,16.7979002624672,67.5,4419,358,NA,NA,NA,14.1,222,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7131",978606741,"ØYGARDEN",1259,2015,41.5,80,39,41.8,41,41.2,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",18.2,25,11,16,1833,104,0.407407407407407,0.946308724832215,17.8839957035446,62.6,4733,285,46,48,50,14.9,211,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7132",978606741,"ØYGARDEN",1259,2016,41.6,63,32,41.2,31,42,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",17.6,23.75,11,16,1916,117,0.407407407407407,0.942449581898672,15.8033826638478,61,4852,311,50,49,49,15,276,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7133",978606741,"ØYGARDEN",1259,2017,43,55,29,44.4,26,41.5,4,"I",12,"Hele landet","Hordaland","Øygarden ungdomsskule",15.5,24.57,10,12,1786,65,0.454545454545455,0.964883846569422,16.5957446808511,61.9,4913,186,50,48,50,NA,256,0,"Tjødnarvegen 50 5337 RONG",4.9078786,60.5163475
"7134",979120087,"OSLO",301,2012,43.7,201,92,45.6,109,42,4,"I",3,"Hele landet","Oslo","Nordberg skole",22,27.45,11,35,3931,46,0.239130434782609,0.988433492582348,0.782663948372487,69.3,613285,45372,NA,NA,NA,29.5,40292,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7135",979120087,"OSLO",301,2017,46.1,193,92,48.4,101,44,4,"I",3,"Hele landet","Oslo","Nordberg skole",22.6,28.32,12,29,3850,11,0.292682926829268,0.997150997150997,0.731944385749905,68.2,666759,43866,57,59,59,NA,42762,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7136",979120087,"OSLO",301,2014,45.5,207,97,48.4,110,43,4,"I",3,"Hele landet","Oslo","Nordberg skole",20.5,28.38,9,36,4232,20,0.2,0.995296331138288,0.849193885342977,69.6,634463,45363,NA,NA,NA,29.7,38174,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7137",979120087,"OSLO",301,2009,44.9,204,93,46.8,111,43.3,4,"I",3,"Hele landet","Oslo","Nordberg skole",24.2,27.48,10,30,3562,0,0.25,1,0.724609862372114,70,575475,38784,NA,NA,NA,28.8,33197,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7138",979120087,"OSLO",301,2007,44.3,180,94,45.6,86,42.8,4,"I",3,"Hele landet","Oslo","Nordberg skole",23.3,27.1,11,30,3547,0,0.268292682926829,1,NA,NA,548617,39963,NA,NA,NA,28.2,32922,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7139",979120087,"OSLO",301,2011,43,189,82,44.4,107,41.9,4,"I",3,"Hele landet","Oslo","Nordberg skole",21.5,27.76,10,34,3889,6,0.227272727272727,0.998459563543004,0.747822158733647,69.7,599230,46958,NA,NA,NA,29.2,38633,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7140",979120087,"OSLO",301,2010,44.8,183,76,46.6,107,43.6,4,"I",3,"Hele landet","Oslo","Nordberg skole",23,27,8,32,3401,95,0.2,0.972826086956522,0.764515397409405,69.5,586860,43241,NA,NA,NA,29,36706,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7141",979120087,"OSLO",301,2013,45.9,197,86,48.7,111,43.7,4,"I",3,"Hele landet","Oslo","Nordberg skole",20.4,28.48,12,33,4165,0,0.266666666666667,1,0.825741159521265,69.4,623966,45640,NA,NA,NA,29.9,40736,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7142",979120087,"OSLO",301,2015,47.1,194,96,48.9,98,45.3,4,"I",3,"Hele landet","Oslo","Nordberg skole",25.9,28,11,33,3258,100,0.25,0.970220369267421,0.761427960890688,67.6,647676,46660,56,59,57,29.7,41733,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7143",979120087,"OSLO",301,2008,45.3,184,87,47.4,97,43.5,4,"I",3,"Hele landet","Oslo","Nordberg skole",21.6,27.95,10,29,3819,0,0.256410256410256,1,0.695087602043252,71.8,560484,40764,NA,NA,NA,28.5,31032,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7144",979120087,"OSLO",301,2016,45.8,194,97,47.5,97,44.2,4,"I",3,"Hele landet","Oslo","Nordberg skole",23.9,28.5,10,30,3698,50,0.25,0.986659551760939,0.647421781814845,67.6,658390,43648,56,58,58,30,41247,1,"Sognsveien 210B 0860 OSLO",10.7313781,59.9628018
"7145",979125917,"OSLO",301,2010,36,95,33,37.6,62,35.1,4,"I",3,"Hele landet","Oslo","Groruddalen skole",22.9,26.42,11,19,2413,101,0.366666666666667,0.959824980111376,0.764515397409405,69.5,586860,43241,NA,NA,NA,29,36706,1,"Vestbyveien 13 0976 OSLO",10.8885225,59.955249
