"Orgnr","time","komnr","Adresse","lon","lat","Navn","kommune","fylke","folkemengde","innflytting","utflytting","netto_flytting","totsyss","pros_prim","pros_und","utdanning_kort","utdanning_lang","utdanning_komb","arbeidsledige","sykemld","nettoutgiftgrsk","nettoutgiftgrskinnby","nettoutgiftgrsktot","frieinnt","areal","antallelevertot","grpoeng","eleverN","grpoeng_g","eleverN_g","grpoeng_j","eleverN_j","nasjpr_engelsk","usikkerhet_engelsk","eleverN_engelsk","fritatt_engelsk","ikke.deltatt_engelsk","nasjpr_lesing","usikkerhet_lesing","eleverN_lesing","fritatt_lesing","ikke.deltatt_lesing","nasjpr_regning","usikkerhet_regning","eleverN_regning","fritatt_regning","ikke.deltatt_regning","grpst1","grpst2","grpstgammel","oppfyller","oppfyllerikke","spesialunder","andel_menn","andel_kvinner"
974623528,2014,1114,"Vikesågata 60 4389 VIKESÅ",6.0887141,58.6384285,"Vikeså skule","Bjerkreim","Rogaland",2820,124,126,NA,1120,19.5535714285714,7.05357142857143,16,4,20,19,4,NA,NA,NA,152939,650.564466073107,NA,39,40,37.1,21,41.1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.36,20.4,22.14,1141,87,254,26.47,73.53
974623528,2015,1114,"Vikesågata 60 4389 VIKESÅ",6.0887141,58.6384285,"Vikeså skule","Bjerkreim","Rogaland",2861,82,143,NA,1126,20.6927175843695,7.19360568383659,16,4.5,20.5,35,3.6,22.8,13853,39135,160809,650.564466073107,422,40.6,39,38.5,23,43.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.01,12.2,21.29,1558,272,139,20,80
974623528,2016,1114,"Vikesågata 60 4389 VIKESÅ",6.0887141,58.6384285,"Vikeså skule","Bjerkreim","Rogaland",2825,91,115,NA,1104,22.8260869565217,6.88405797101449,15.8,4.9,20.7,39,4.4,24.4,15056,42548,166065,650.564466073107,434,42.7,48,39.1,18,44.8,30,47,3.2,31,0,13.9,48,4.2,31,0,13.9,NA,NA,0,0,100,12.41,16.6,21.07,1502,0,249,27.27,72.73
974623528,2017,1114,"Vikesågata 60 4389 VIKESÅ",6.0887141,58.6384285,"Vikeså skule","Bjerkreim","Rogaland",2826,63,88,NA,1128,21.0106382978723,6.56028368794326,16.5,4.5,21,18,3.4,23,14574,41186,169686,650.564466073107,439,40.6,32,34.6,16,46.6,16,46,3.1,44,NA,NA,49,2.6,44,NA,NA,49,3,44,0,4.3,12.61,16.3,24,1439,0,255,25,75
974623528,2018,1114,"Vikesågata 60 4389 VIKESÅ",6.0887141,58.6384285,"Vikeså skule","Bjerkreim","Rogaland",2826,84,107,NA,1118,21.1091234347048,7.5134168157424,16.4,4.8,21.2,17,4.1,23.7,15646,43918,173072,650.564466073107,440,39.2,48,35.9,27,43.5,21,51,3.3,44,NA,NA,53,2.8,42,NA,NA,56,2.5,41,NA,NA,12.67,19.3,24.08,1359,0,348,23.68,76.32
974623528,2019,1114,"Vikesågata 60 4389 VIKESÅ",6.0887141,58.6384285,"Vikeså skule","Bjerkreim","Rogaland",2807,98,114,NA,1115,19.0134529147982,7.17488789237668,15.9,5.1,21,17,3.4,23.2,16379,45648,177543,650.564466073107,421,45.1,45,42.1,20,47.6,25,52,2.5,38,NA,NA,49,3.1,39,NA,NA,52,3,40,0,0,12.77,15.3,23.38,1315,0,200,25,75
974623528,2020,1114,"Vikesågata 60 4389 VIKESÅ",6.0887141,58.6384285,"Vikeså skule","Bjerkreim","Rogaland",2787,95,109,NA,NA,NA,NA,16,5,21,26,4.4,25.8,18165,50699,180708,650.564466073107,420,43.3,39,41.8,26,46.2,13,47,3,44,NA,NA,49,2.4,43,NA,NA,54,2.3,44,0,2.2,11.41,14.6,21.64,1527,0,239,27.5,72.5
974625563,2009,1850,"Hovedveien 31 8590 KJØPSVIK",16.3869892,68.0993646,"Kjøpsvik skole","Divtasvuodna - Tysfjord (Utgått)","Nordland",2046,62,93,NA,789,17.2370088719899,8.2382762991128,13.4,1.9,15.3,35,7.8,NA,NA,NA,104156,1463.78298261054,NA,43,13,38,6,47.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,9.3,16.17,684,0,58,50,50
974625563,2010,1850,"Hovedveien 31 8590 KJØPSVIK",16.3869892,68.0993646,"Kjøpsvik skole","Divtasvuodna - Tysfjord (Utgått)","Nordland",NA,71,101,NA,815,16.6871165644172,8.09815950920246,14.2,1.6,15.8,32,6.4,NA,NA,NA,107088,1463.78298261054,NA,43.5,16,41.1,7,45.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.92,10.2,18,399,79,47,43.75,56.25
974625563,2011,1850,"Hovedveien 31 8590 KJØPSVIK",16.3869892,68.0993646,"Kjøpsvik skole","Divtasvuodna - Tysfjord (Utgått)","Nordland",2002,60,108,NA,845,16.4497041420118,7.45562130177515,13.9,2,15.9,36,6.3,NA,NA,NA,118600,1463.78298261054,NA,42.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22,12.4,17.2,374,48,42,62.5,37.5
974625563,2013,1850,"Hovedveien 31 8590 KJØPSVIK",16.3869892,68.0993646,"Kjøpsvik skole","Divtasvuodna - Tysfjord (Utgått)","Nordland",1978,79,70,9,834,6.11510791366906,8.15347721822542,14.7,2.9,17.6,28,5.8,NA,NA,NA,129246,1463.78298261054,NA,42.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74,9.2,15,395,52,65,42.86,57.14
974625563,2014,1850,"Hovedveien 31 8590 KJØPSVIK",16.3869892,68.0993646,"Kjøpsvik skole","Divtasvuodna - Tysfjord (Utgått)","Nordland",2000,75,85,NA,849,6.12485276796231,7.1849234393404,15.3,3,18.3,30,7,NA,NA,NA,131694,1463.78298261054,NA,43.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83,10.6,16.2,348,0,165,38.46,61.54
974625563,2015,1850,"Hovedveien 31 8590 KJØPSVIK",16.3869892,68.0993646,"Kjøpsvik skole","Divtasvuodna - Tysfjord (Utgått)","Nordland",1996,61,75,NA,796,6.4070351758794,8.5427135678392,16,2.7,18.7,23,8.1,15.8,13526,26700,131410,1463.78298261054,217,44.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83,13.7,16.2,400,116,256,29.41,70.59
974625563,2016,1850,"Hovedveien 31 8590 KJØPSVIK",16.3869892,68.0993646,"Kjøpsvik skole","Divtasvuodna - Tysfjord (Utgått)","Nordland",1974,68,100,NA,775,7.2258064516129,8.64516129032258,16.5,2.9,19.4,25,7.4,15.6,14103,27641,138349,1463.78298261054,201,43.7,6,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,7.85,16,14.8,313,12,123,50,50
974626608,2007,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,42.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.74,11.5,17.4,348,0,85,15.38,84.62
974626608,2009,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,41,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.88,11.8,17.8,432,0,81,15.38,84.62
974626608,2011,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,38.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,11.1,16,318,0,113,23.53,76.47
974626608,2013,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,43.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15,11.1,16.33,545,0,38,22.22,77.78
974626608,2014,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,44.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45,10.4,16.6,456,0,46,26.67,73.33
974626608,2015,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,41.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,9.6,15.4,486,0,130,22.22,77.78
974626608,2016,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,43.3,13,NA,NA,NA,NA,NA,NA,NA,0,16.7,NA,NA,0,0,100,NA,NA,NA,0,0,7.7,10.2,16.4,427,0,157,26.32,73.68
974626608,2017,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,42.4,6,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,7.38,10.6,15.8,396,0,202,18.75,81.25
974626608,2018,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",1379,57,46,11,632,17.246835443038,7.43670886075949,18.6,2.5,21.1,10,4.7,16.3,14991,20778,115489,2961.70675319304,159,44.2,12,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,9.44,11.3,18.8,450,0,60,25,75
974626608,2019,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",1386,18,54,NA,648,15.7407407407407,7.87037037037037,18.6,2.7,21.3,NA,3.2,16,15311,20747,117699,2961.70675319304,144,40.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,8.5,14.8,454,0,22,20,80
974626608,2020,5042,"Heggvollveien 6 7882 NORDLI",13.594568,64.4646616,"Stortangen skole","Lierne","Trøndelag",1355,31,47,NA,NA,NA,NA,18.8,2.4,21.2,8,5.3,15.8,15386,20432,123283,2961.70675319304,138,45,7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,7.04,9.3,14.2,514,0,31,20,80
974626616,2007,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,37.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33,12,14.33,378,0,51,46.67,53.33
974626616,2009,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,43.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,12.3,16.17,317,32,24,43.75,56.25
974626616,2011,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,42.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,12.8,16,277,0,70,37.5,62.5
974626616,2013,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,39.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47,12.3,16.5,411,0,0,26.67,73.33
974626616,2014,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,42.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.92,11.9,18.6,382,0,15,35.29,64.71
974626616,2015,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,44.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,10.7,14.5,413,0,35,37.5,62.5
974626616,2016,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,41.6,14,NA,NA,NA,NA,NA,NA,NA,0,0,52,4.2,15,0,0,NA,NA,NA,0,0,9.04,9.9,15.6,348,27,64,25,75
974626616,2017,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.70675319304,NA,45.6,15,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,7.95,8.4,17.75,202,165,46,22.22,77.78
974626616,2018,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",1379,57,46,11,632,17.246835443038,7.43670886075949,18.6,2.5,21.1,10,4.7,16.3,14991,20778,115489,2961.70675319304,159,42.6,6,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,7.81,8.5,13,391,0,0,15.38,84.62
974626616,2019,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",1386,18,54,NA,648,15.7407407407407,7.87037037037037,18.6,2.7,21.3,NA,3.2,16,15311,20747,117699,2961.70675319304,144,44.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91,9.7,14,331,0,36,14.29,85.71
974626616,2020,5042," 7882 NORDLI",13.61394,64.471909,"Sørli skole","Lierne","Trøndelag",1355,31,47,NA,NA,NA,NA,18.8,2.4,21.2,8,5.3,15.8,15386,20432,123283,2961.70675319304,138,44.2,7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,7.49,8.6,13.4,359,0,0,23.08,76.92
974626810,2009,1903,"Oppdalveien 8 9419 SØRVIK",16.5266721,68.6844481,"Sørvik skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,40.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,12.7,18.5,597,0,144,44.44,55.56
974626810,2010,1903,"Oppdalveien 8 9419 SØRVIK",16.5266721,68.6844481,"Sørvik skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,31.8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81,11,17.71,701,0,41,47.37,52.63
974626810,2011,1903,"Oppdalveien 8 9419 SØRVIK",16.5266721,68.6844481,"Sørvik skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,39.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53,10.6,14.88,576,26,172,36.36,63.64
974626829,2007,1903,"Kila 116 9415 HARSTAD",16.5630809,68.7335925,"Kila skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,39.1,80,36.5,40,41.7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.54,18.4,23.61,1938,0,137,36.96,63.04
974626829,2008,1903,"Kila 116 9415 HARSTAD",16.5630809,68.7335925,"Kila skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,38.8,56,38.3,27,39.2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.26,17.1,23.53,1849,0,83,34.78,65.22
974626829,2009,1903,"Kila 116 9415 HARSTAD",16.5630809,68.7335925,"Kila skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,41,56,37,36,48,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.99,19.6,23.35,1632,84,126,34.04,65.96
974626829,2010,1903,"Kila 116 9415 HARSTAD",16.5630809,68.7335925,"Kila skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,43,75,43.1,40,42.9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.49,33.8,22.57,1234,69,304,32.65,67.35
974626829,2011,1903,"Kila 116 9415 HARSTAD",16.5630809,68.7335925,"Kila skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,42.6,72,40,38,45.5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25,18.9,21.86,1988,156,432,33.33,66.67
974626861,2007,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,37.7,102,35,59,41.3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.08,18.9,27.09,2759,0,0,48.39,51.61
974626861,2008,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,39.4,75,37.3,39,41.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.13,17.5,27.1,2500,0,0,51.72,48.28
974626861,2009,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,39,110,37.6,61,40.7,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.54,16,28.45,3012,0,0,53.33,46.67
974626861,2010,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,37.7,84,36.7,48,39.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78,15.4,27.91,3143,0,0,50,50
974626861,2011,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,40.3,105,37.3,49,43,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28,15.4,25.92,3053,0,0,46.67,53.33
974626861,2012,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,12346,5.07856795723311,7.28981046492791,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,38.4,105,36.6,48,40,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.34,28.1,28.27,2583,0,0,42.86,57.14
974626861,2013,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",24291,961,1095,NA,12351,5.44085499149866,7.15731519715003,22.9,6,28.9,284,6.1,NA,NA,NA,1167840,445.188610100624,NA,39.7,105,36.9,59,43.2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.07,22.3,29,2334,0,0,53.13,46.88
974626861,2014,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",24441,965,1000,NA,12478,5.0488860394294,7.33290591440936,23.3,6.6,29.9,285,5.9,NA,NA,NA,1196707,445.188610100624,NA,37.8,87,35.7,52,41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,24.7,26.25,2578,0,0,40.63,59.38
974626861,2015,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",24676,863,1086,NA,12194,4.35460062325734,7.69230769230769,23.5,6.9,30.4,289,5.6,18.5,9642,238107,1229288,445.188610100624,2821,40.2,107,35.9,61,45.8,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53,21.8,24.77,2477,0,21,50,50
974626861,2016,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",24695,943,1043,NA,12221,4.12404876851322,7.67531298584404,23.9,7.1,31,294,5.4,19.3,10193,253253,1305473,445.188610100624,2856,40.3,114,38,61,43,53,52,1.9,91,NA,NA,50,1.9,91,NA,NA,53,1.9,91,NA,NA,14.23,18.6,27.73,2716,140,0,50,50
974626861,2017,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",24845,963,1098,NA,12302,4.15379613071045,7.68167777597139,24.2,7.5,31.7,212,5.3,18.2,10291,255433,1352136,445.188610100624,2846,41.8,93,40.2,58,44.5,35,54,1.9,80,9,1.1,52,2,83,6.7,0,52,1.8,85,NA,NA,15.05,24.4,24.92,2473,174,0,54.05,45.95
974626861,2018,1903,"Seljestadveien 60 9407 HARSTAD",16.5318159,68.7879795,"Seljestad ungdomsskole","Harstad - Hárstták (Utgått)","Troms",24820,929,1072,NA,12399,4.03258327284458,7.75869021695298,24.7,7.7,32.4,274,5.3,17.8,10607,263342,1388915,445.188610100624,2857,43.4,89,40.3,33,45.3,56,51,1.7,105,NA,NA,49,1.6,105,NA,NA,51,1.9,105,6.3,NA,14.57,23.4,25.38,2842,177,0,41.67,58.33
974626896,2007,1903,"Trondenesveien 75 9404 HARSTAD",16.5426253,68.8138342,"Hagebyen skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,37.3,54,34.5,29,40.6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.44,12.3,22.5,1784,0,13,37.14,62.86
974626896,2008,1903,"Trondenesveien 75 9404 HARSTAD",16.5426253,68.8138342,"Hagebyen skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,37.3,51,33.9,27,41,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84,18.9,23.23,1270,0,127,39.39,60.61
974626896,2009,1903,"Trondenesveien 75 9404 HARSTAD",16.5426253,68.8138342,"Hagebyen skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,38.5,61,37.9,31,39.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57,21.6,21.31,1460,0,596,34.38,65.63
974626896,2010,1903,"Trondenesveien 75 9404 HARSTAD",16.5426253,68.8138342,"Hagebyen skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,38,42,38.5,23,37.4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05,17.3,19.77,1318,0,433,33.33,66.67
974626896,2011,1903,"Trondenesveien 75 9404 HARSTAD",16.5426253,68.8138342,"Hagebyen skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,42,23,35.8,10,46.7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.88,17.1,20.75,1379,0,241,33.33,66.67
974626896,2012,1903,"Trondenesveien 75 9404 HARSTAD",16.5426253,68.8138342,"Hagebyen skole","Harstad - Hárstták (Utgått)","Troms",NA,0,NA,NA,12346,5.07856795723311,7.28981046492791,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.188610100624,NA,38.9,72,36.7,36,41.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.59,15.3,25.2,2682,0,0,43.24,56.76
