"Orgnr","time","komnr","Adresse","lon","lat","Navn","kommune","fylke","folkemengde","innflytting","utflytting","netto_flytting","totsyss","pros_prim","pros_und","utdanning_kort","utdanning_lang","utdanning_komb","arbeidsledige","sykemld","nettoutgiftgrsk","nettoutgiftgrskinnby","nettoutgiftgrsktot","frieinnt","areal","antallelevertot","grpoeng","eleverN","grpoeng_g","eleverN_g","grpoeng_j","eleverN_j","nasjpr_engelsk","usikkerhet_engelsk","eleverN_engelsk","fritatt_engelsk","ikke.deltatt_engelsk","nasjpr_lesing","usikkerhet_lesing","eleverN_lesing","fritatt_lesing","ikke.deltatt_lesing","nasjpr_regning","usikkerhet_regning","eleverN_regning","fritatt_regning","ikke.deltatt_regning","grpst1","grpst2","grpstgammel","oppfyller","oppfyllerikke","spesialunder","andel_menn","andel_kvinner"
813822172,2014,1243,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691,"Nore Neset ungdomsskule","Os i Hordaland (Utgått)","Hordaland",18678,946,784,162,5778,2.64797507788162,10.3669089650398,22.3,6,28.3,239,5.7,NA,NA,NA,867755,139.654298888921,NA,40.7,103,38.2,57,43.8,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,20.5,25.54,2542,0,0,24.24,75.76
813822172,2015,1243,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691,"Nore Neset ungdomsskule","Os i Hordaland (Utgått)","Hordaland",19097,1052,683,369,5750,2.55652173913043,10.695652173913,22.6,6.4,29,296,5.9,24.6,11015,217466,932605,139.654298888921,2744,40.9,100,39.1,58,43.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,23.6,26,2395,0,0,25,75
813822172,2016,1243,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691,"Nore Neset ungdomsskule","Os i Hordaland (Utgått)","Hordaland",19742,984,732,252,5807,2.49698639572929,10.7973135870501,23.1,6.6,29.7,383,5.2,27,11294,227593,886133,139.654298888921,2794,42.2,124,40.5,62,44,62,47,2.1,108,0,3.6,46,1.9,108,NA,NA,48,1.8,112,0,0,19.54,24.1,26,2454,28,0,25,75
813822172,2017,1243,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691,"Nore Neset ungdomsskule","Os i Hordaland (Utgått)","Hordaland",20152,1007,813,194,6076,2.66622778143515,10.4344963791968,23.4,6.7,30.1,276,5.5,33,11210,230623,809329,139.654298888921,2898,41.6,111,37.9,53,44.9,58,51,1.7,118,NA,NA,50,1.8,119,NA,NA,51,1.6,117,NA,NA,17.07,22.9,27.36,2954,35,0,18.6,81.4
813822172,2018,1243,"Skeismyra 10 5217 HAGAVIK",5.4141828,60.1783691,"Nore Neset ungdomsskule","Os i Hordaland (Utgått)","Hordaland",20573,949,838,111,6334,2.4471108304389,10.593621724029,23.7,7.1,30.8,289,5.4,31.9,11877,247093,852888,139.654298888921,2974,41.1,123,37.8,61,44.5,62,49,1.6,139,0,4.1,49,1.6,139,0,4.1,49,1.6,138,0,4.8,16.38,22,27.87,3366,35,0,27.91,72.09
813943492,2016,104,"Moss verk 1 1534 MOSS",10.6679831,59.4391155,"Childrens International School Moss AS","Moss (Utgått)","Østfold",32182,1940,1929,11,13576,0.640836770771951,8.4634649381261,21.6,8,29.6,557,4.8,17.4,8731,282945,1567487,63.5482332555548,3494,52,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.89,15.3,19.14,796,243,51,7.69,92.31
813943492,2017,104,"Moss verk 1 1534 MOSS",10.6679831,59.4391155,"Childrens International School Moss AS","Moss (Utgått)","Østfold",32407,2093,1981,112,13901,0.597079346809582,8.38069203654413,21.8,8.3,30.1,538,5.1,16.9,8920,290679,1657683,63.5482332555548,3526,51.8,38,NA,NA,NA,NA,56,5.4,20,0,4.8,54,6.3,19,0,9.5,53,6.2,19,NA,NA,16.31,16.7,19.14,837,64,31,25,75
816578892,2019,1102,"Jønningsheiveien 42 4316 SANDNES",NA,NA,"Wang Ung Sandnes AS","Sandnes (Utgått)","Rogaland",77246,3432,3167,265,36696,11.5353172007848,7.60300850228908,23.7,10.7,34.4,1086,4.4,21.1,11898,934624,4241975,304.181850887408,10168,49,30,46.8,18,52.2,12,50,3.2,42,0,0,51,3.2,42,0,0,54,3,42,0,0,23.96,26.9,23.83,721,187,0,45.83,54.17
816578892,2020,1108,"Jønningsheiveien 42 4316 SANDNES",NA,NA,"Wang Ung Sandnes AS","Sandnes","Rogaland",79537,3515,3324,191,39170,14.3579269849375,7.05897370436559,23.8,11,34.8,1744,4.4,20.8,11980,963798,4509372,1040.56,10470,45.4,49,43.9,30,47.7,19,49,2.2,61,0,0,52,2.2,61,0,0,51,2.3,59,NA,NA,19.37,20.6,24.43,1074,269,0,62.07,37.93
816691842,2020,3024,"Skytterdalen 6 1337 SANDVIKA",NA,NA,"Norges Realfagsgymnas ungdomsskole Bærum AS","Bærum","Viken",127731,7034,7008,26,73593,5.55487614311144,5.40540540540541,31.8,22.2,54,2532,3.8,16.7,10807,1385784,8519561,192.29,16091,50.1,76,NA,NA,NA,NA,61,1.8,51,NA,NA,61,2,51,NA,NA,64,2.1,51,NA,NA,26.21,27.9,27.14,1176,0,0,46.15,53.85
819260702,2019,1001,"Bosmyrkollen 15 4620 KRISTIANSAND S",NA,NA,"Oasen skole Vågsbygd AS","Kristiansand (Utgått)","Vest-Agder",92282,4632,4307,325,51931,0.639309853459398,9.25266218636267,27.4,10.3,37.7,1223,4.8,18.2,10860,1013678,5029915,276.731444026924,10988,37.6,6,37.6,6,NA,9999,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.61,5.8,8,168,110,15,57.14,42.86
873488972,2008,1101,"Skolevegen 14 2390 MOELV",10.692926,60.9265866,"Dalane Kristne skole","Eigersund","Rogaland",13778,373,410,NA,6686,4.98055638647921,7.43344301525576,15.3,2.9,18.2,72,5.4,NA,NA,NA,447667,432.273543849173,NA,38.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,10.4,15.33,485,36,23,40,60
873844302,2007,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",12555,566,464,102,NA,NA,NA,12.8,1.3,14.1,69,5.3,NA,NA,NA,353840,384.473366510976,NA,37.7,143,36,84,40,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.36,22.1,25.78,3911,28,0,40.68,59.32
873844302,2008,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",12776,467,473,NA,4240,2.7122641509434,10.9433962264151,13.2,1.4,14.6,99,5.5,NA,NA,NA,376516,384.473366510976,NA,37.8,150,34.9,74,40.5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.39,21.2,26,3863,99,0,38.6,61.4
873844302,2009,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",12886,558,473,85,4171,2.7571325821146,11.3641812514984,13.3,1.5,14.8,164,6.3,NA,NA,NA,413852,384.473366510976,NA,37.5,146,36.7,73,38.2,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54,20,26.39,4249,8,0,36.07,63.93
873844302,2010,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",NA,604,549,55,4251,2.86991296165608,11.6443189837685,13.7,1.8,15.5,158,5.7,NA,NA,NA,445974,384.473366510976,NA,37.6,151,36.4,76,38.8,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,20.4,25.83,4208,30,0,34.43,65.57
873844302,2011,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",13334,681,564,117,4235,1.91263282172373,12.3022432113341,14.1,2,16.1,198,5.5,NA,NA,NA,548746,384.473366510976,NA,37.9,152,35.3,82,40.8,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.06,21.1,26.44,4121,0,0,33.33,66.67
873844302,2012,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",13583,583,571,12,4334,2.37655745269958,12.6442085832949,14.4,2.1,16.5,221,5.3,NA,NA,NA,599225,384.473366510976,NA,35.5,148,32.6,79,38.9,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.92,21.7,26.89,4260,0,0,35,65
873844302,2013,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",13756,650,578,72,4262,2.20553730642891,12.9282027217269,15,2.2,17.2,191,5.1,NA,NA,NA,635680,384.473366510976,NA,37.9,157,35.8,80,40,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.61,18.5,27.28,4770,0,0,35.82,64.18
873844302,2014,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",13986,590,633,NA,4291,2.19063155441622,13.2603122815195,15.5,2.6,18.1,220,5.1,NA,NA,NA,665654,384.473366510976,NA,38.8,155,36.3,75,41.1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.78,17.8,27.18,4431,35,0,32.35,67.65
873844302,2015,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",14095,639,569,70,4270,2.15456674473068,13.1147540983607,16.1,2.9,19,262,4.6,21.2,10954,156733,692832,384.473366510976,1805,38.7,150,37.6,76,39.8,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33,18.9,27.13,3919,117,0,28.07,71.93
873844302,2016,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",14308,589,634,NA,4447,1.798965594783,12.6827074432201,16.3,3.1,19.4,234,5.1,20.5,11108,160238,729908,384.473366510976,1863,40.9,142,39.8,78,42.1,64,51,1.5,116,NA,NA,50,1.6,123,6.8,0.8,51,1.8,120,NA,NA,13.8,18.9,27.4,3858,111,0,35.38,64.62
873844302,2017,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",14425,638,656,NA,4411,1.94967127635457,12.7182044887781,16.7,3.1,19.8,156,5,20.4,11577,168240,760450,384.473366510976,1900,40.5,126,39.7,59,41.2,67,48,1.6,120,NA,NA,47,1.5,118,NA,NA,49,1.6,119,NA,NA,13.3,19.1,26,3841,65,0,36.07,63.93
873844302,2018,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",14532,603,601,2,4482,2.00803212851406,13.0075858991522,17,3.3,20.3,166,5,20,12318,180214,790192,384.473366510976,1938,39.5,118,35.4,54,42.9,64,47,1.5,109,NA,NA,49,1.7,106,NA,NA,48,1.5,111,7.3,NA,13.58,17.7,25.88,3997,65,0,36.07,63.93
873844302,2019,1014,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla (Utgått)","Vest-Agder",14630,646,598,48,4530,2.00883002207506,13.3112582781457,17.4,3.4,20.8,173,4.9,21.1,13372,197555,828997,384.473366510976,1970,41.1,119,37.5,70,46.2,49,48,1.4,155,NA,NA,47,1.3,154,NA,NA,48,1.3,157,NA,NA,14.43,18.6,27.56,4055,15,0,31.67,68.33
873844302,2020,4223,"Skolevegen 9 4700 VENNESLA",7.9775018,58.2758265,"Vennesla ungdomsskole","Vennesla","Agder",14774,675,593,82,NA,NA,NA,17.6,3.6,21.2,223,6.1,20.3,12848,191885,857288,384.48,1964,40,164,38,76,41.7,88,46,1.5,132,NA,NA,47,1.5,132,NA,NA,46,1.4,136,NA,NA,15.11,18.6,29.19,4086,30,0,30,70
873994592,2007,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",24254,981,1089,NA,NA,NA,NA,23.9,6.5,30.4,112,5.4,NA,NA,NA,672088,362.774039170836,NA,39.8,112,36.2,52,43,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.54,20.2,28.67,2342,77,0,38.71,61.29
873994592,2008,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",24294,923,896,27,16363,1.15504491841349,7.05249648597445,24.1,6.8,30.9,126,5.8,NA,NA,NA,721799,362.774039170836,NA,38.3,115,35.8,63,41.3,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.11,22.9,28.42,2251,75,0,35.48,64.52
873994592,2009,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",24554,918,978,NA,16404,0.975371860521824,7.12631065593758,24.4,7.1,31.5,241,6.6,NA,NA,NA,807959,362.774039170836,NA,39.4,111,37.7,46,40.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.67,23.3,28.67,2277,125,0,41.94,58.06
873994592,2010,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",NA,1010,1012,NA,16665,3.28232823282328,7.36873687368737,24.8,7.2,32,275,5.8,NA,NA,NA,836488,362.774039170836,NA,39.6,117,37.1,65,42.7,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.07,22.5,27.92,2375,42,0,38.71,61.29
873994592,2011,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",25089,1018,1027,NA,16913,3.27558682670135,7.49719150948974,25.3,7.8,33.1,252,5.5,NA,NA,NA,1017908,362.774039170836,NA,40.5,114,37.5,56,43.4,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.57,22.8,27.91,2155,0,0,40.74,59.26
873994592,2012,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",25488,1119,1069,50,17169,3.62280855029413,7.31551051313414,25.7,8.1,33.8,202,5,NA,NA,NA,1114662,362.774039170836,NA,40.8,109,39.9,58,41.9,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.34,22.8,26.64,1932,150,0,44.83,55.17
873994592,2013,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",25936,992,1131,NA,17237,3.64332540465278,6.96176828914544,25.9,8.4,34.3,259,4.9,NA,NA,NA,1159809,362.774039170836,NA,41,83,37.7,41,44.3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.51,26.4,26.91,1809,0,0,39.29,60.71
873994592,2014,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",26048,1048,1066,NA,17790,5.07026419336706,6.74536256323777,25.9,8.9,34.8,233,5.2,NA,NA,NA,1193829,362.774039170836,NA,41.5,95,39.5,46,43.3,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.03,22,26.17,1996,202,0,48.28,51.72
873994592,2015,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",26392,1129,1020,109,17211,4.68305153680786,7.06524896868282,26.4,9.3,35.7,277,4.6,17.8,8695,232445,1229426,362.774039170836,3065,42.8,116,40.2,68,46.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.62,21.3,25.75,2152,59,0,35.71,64.29
873994592,2016,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",26732,1069,1156,NA,16669,4.06143139960406,7.28298038274642,26.8,9.6,36.4,385,4.8,17.1,8767,235148,1289050,362.774039170836,3078,41.3,97,39.4,49,43.2,48,49,2,90,NA,NA,47,2.3,80,NA,NA,48,2,87,NA,NA,15.78,18.6,25.36,2355,0,0,35.71,64.29
873994592,2017,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",26822,1079,1124,NA,16673,4.09644335152642,7.53913512865111,27.3,9.7,37,311,4.3,17,9393,252686,1353793,362.774039170836,3088,41.2,87,38.5,40,43.5,47,51,2.3,90,NA,NA,50,2.1,91,0,0,48,2,89,NA,NA,15.74,18.2,23.54,2591,0,0,33.33,66.67
873994592,2018,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",26900,990,1101,NA,17020,4.70622796709753,7.49706227967098,27.8,9.9,37.7,270,4.8,16.7,10000,270008,1410914,362.774039170836,3165,43.2,87,41.9,53,45.1,34,50,1.8,121,NA,NA,50,1.7,122,NA,NA,49,1.5,121,NA,NA,16.39,18.6,26.25,2408,153,0,41.38,58.62
873994592,2019,1502,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde (Utgått)","Møre og Romsdal",27001,1024,1152,NA,16960,4.87617924528302,7.62382075471698,28,10.1,38.1,270,4.9,16.8,10764,290919,1489345,362.774039170836,3188,43.8,116,39.7,58,47.9,58,49,1.8,97,NA,NA,48,1.8,100,0,1,48,1.9,100,NA,NA,16.18,19,26.33,2602,0,0,48.28,51.72
873994592,2020,1506,"Bergmovegen 19 6419 MOLDE",7.2223988,62.743971,"Bergmo ungdomsskole","Molde","Møre og Romsdal",31967,1207,1406,NA,18620,5.2953813104189,7.76047261009667,26.3,9.3,35.6,NA,5.1,17.2,11115,354246,1901391,1503.36,3616,43.2,98,41.9,47,44.4,51,51,1.9,93,0,2.1,52,1.8,93,0,2.1,51,1.9,92,0,3.2,16,19,25.58,2557,0,0,50,50
874043052,2007,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18301,631,769,NA,NA,NA,NA,19.2,4.1,23.3,163,7.4,NA,NA,NA,536744,2022.90504616496,NA,40.5,58,38.9,30,42.2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37,16.2,21,1848,0,0,40.91,59.09
874043052,2008,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18384,585,777,NA,9564,0.700543705562526,9.96445002091175,19.5,4.3,23.8,146,8.1,NA,NA,NA,569646,2022.90504616496,NA,38.2,41,35,15,40.1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.27,16.8,24.33,1551,0,0,43.48,56.52
874043052,2009,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18348,558,688,NA,9281,0.721904967137162,9.67568149983838,19.8,4.5,24.3,186,8.5,NA,NA,NA,643785,2022.90504616496,NA,37.3,44,36.9,24,37.7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,13.3,25.67,2086,123,0,41.67,58.33
874043052,2010,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",NA,551,778,NA,9276,0.776196636481242,10.4031910306166,20.3,4.7,25,199,7.5,NA,NA,NA,661870,2022.90504616496,NA,39.5,52,37.7,27,41.4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.62,13.1,26.5,2295,110,0,48,52
874043052,2011,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18380,559,701,NA,9411,0.446286260758687,10.3389650409096,20.5,5,25.5,282,8.2,NA,NA,NA,789048,2022.90504616496,NA,39,46,38.5,22,39.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.45,15.9,25.83,1936,0,0,44,56
874043052,2012,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18473,522,739,NA,9351,0.481231953801732,9.9240722917335,20.9,5.2,26.1,262,7,NA,NA,NA,844015,2022.90504616496,NA,39.2,55,40.3,28,38.1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91,14.5,23.83,1897,0,0,46.15,53.85
874043052,2013,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18509,660,747,NA,9291,0.570444516198472,10.1173178344635,21.2,5.4,26.6,286,7.6,NA,NA,NA,862522,2022.90504616496,NA,40.2,46,36.1,24,44.6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.59,15.2,21.83,1625,0,0,45.45,54.55
874043052,2014,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18705,651,715,NA,9477,0.432626358552284,9.6971615490134,21.5,6,27.5,268,7.3,NA,NA,NA,904224,2022.90504616496,NA,37.4,42,32.8,18,40.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88,16.6,19.83,1604,0,0,45.45,54.55
874043052,2015,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18853,562,808,NA,9257,0.518526520470995,9.80879334557632,22,6.4,28.4,254,7,16.6,9320,175094,927400,2022.90504616496,1901,42.4,40,41.2,18,43.4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,14.6,19.67,1424,0,0,52.63,47.37
874043052,2016,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18787,549,666,NA,9268,0.507121277514027,9.55977557186016,22.4,6.7,29.1,245,6.9,16.4,9584,179765,978816,2022.90504616496,1905,39.8,33,39.2,23,41.3,10,49,2.7,42,0,2.3,48,2.4,42,NA,NA,48,2.7,39,0,9.3,10.74,13.5,18.83,1402,0,0,52.63,47.37
874043052,2017,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18756,563,729,NA,9078,0.495703899537343,9.73782771535581,22.9,7,29.9,204,7.1,16,9616,179227,1002321,2022.90504616496,1955,41.2,120,38.5,59,43.9,61,49,3.5,34,0,0,50,3.3,34,0,0,48,2.4,34,0,0,11.2,15.2,27.92,4317,0,0,39.66,60.34
874043052,2018,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18638,627,758,NA,9001,0.488834573936229,9.63226308187979,23.3,7.2,30.5,196,6.7,15.6,9692,180556,1032272,2022.90504616496,1955,42.9,112,42.1,62,43.9,50,50,1.7,113,NA,NA,50,1.6,113,NA,NA,48,1.6,111,NA,NA,12.49,17.9,25.86,3860,0,0,36.54,63.46
874043052,2019,1805,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik (Utgått)","Nordland",18630,568,721,NA,9069,0.507222405998456,10.0341823795347,23.5,7.4,30.9,160,6.7,15.2,10152,187919,1064427,2022.90504616496,1949,42.7,111,41.6,60,44,51,49,1.6,107,NA,5.9,48,1.6,109,NA,4.2,47,1.7,112,NA,NA,10.7,17.8,26.85,4347,0,0,38.46,61.54
874043052,2020,1806,"Bjørnsons vei 1 8517 NARVIK",17.3950257,68.4371111,"Narvik ungdomsskole","Narvik","Nordland",21845,607,790,NA,10054,1.56156753530933,10.0656455142232,22.7,6.8,29.5,291,7.7,14.9,10987,237993,1345968,3432.17,2242,42.4,112,39.2,65,46.8,47,47,1.8,99,NA,NA,49,1.6,98,NA,0.9,49,1.8,98,NA,0.9,11.82,17.8,29,4623,0,0,40,60
874065102,2007,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",18090,724,831,NA,NA,NA,NA,21.7,4.1,25.8,193,8.5,NA,NA,NA,608388,3849.45367050199,NA,38.5,111,35.4,56,41.6,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.19,16.7,28.07,3620,0,0,40.38,59.62
874065102,2008,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",18272,656,795,NA,9650,6.24870466321244,11.3056994818653,22.2,4.3,26.5,250,7.9,NA,NA,NA,648923,3849.45367050199,NA,38.4,131,36.3,67,40.6,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.09,15.4,27.13,4062,0,0,42.31,57.69
874065102,2009,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",18488,671,795,NA,9610,7.51300728407908,11.3527575442248,22.5,4.4,26.9,242,8.7,NA,NA,NA,707681,3849.45367050199,NA,38.1,129,35.5,70,41.2,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32,13.9,27.2,4335,0,0,40.74,59.26
874065102,2010,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",NA,750,668,82,9773,7.25468126470889,11.2452675739282,23,4.5,27.5,268,7.8,NA,NA,NA,758472,3849.45367050199,NA,40.3,133,38,64,42.4,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.86,12.9,27,4571,197,0,37.74,62.26
874065102,2011,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",19071,720,860,NA,9970,7.54262788365095,11.0631895687061,23.1,4.8,27.9,241,7.5,NA,NA,NA,919633,3849.45367050199,NA,37.1,124,36,71,38.6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24,14.8,27.25,4213,100,0,42,58
